ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
14706	In den USA gibt es nicht nur kein Geld, dort muss man sich Kinder echt leisten können.	echt	2280	    1,526	0.0033	285.1176	german_de_news_2013_00610274
14707	So geht es echt nicht.	echt	2280	    1,526	0.0033	492.2	german_de_news_2013_00823143
14708	Aber der Film ist echt!	echt	2280	    1,526	0.0033	594.2	german_de_news_2014_00010934
14709	Ist das echt Ihr Ernst?	echt	2280	    1,526	0.0033	697.6	german_de_news_2015_00602099
14710	Ich hab' echt Angst gehabt	echt	2280	    1,526	0.0033	1230.6	german_de_news_2015_00545286
14711	Jetzt geht es vor allem um die Frage: Was haben wir gelernt?	gelernt	2281	    1,525	0.0033	262.75	german_de_news_2015_00609262
14712	Und auch der Umgang mit den Kunden will gelernt sein.	gelernt	2281	    1,525	0.0033	443.1	german_de_news_2014_00838432
14713	Man muss an die Zukunft denken, denn Iran hat gelernt und wird sich gerne nach Westen öffnen.	gelernt	2281	    1,525	0.0033	541.5294	german_de_news_2015_00646666
14714	Frage 3: wo hat er Denken gelernt?	gelernt	2281	    1,525	0.0033	650.6667	german_de_news_2013_00513176
14715	Ich hab' einiges von ihm gelernt.	gelernt	2281	    1,525	0.0033	960.5	german_de_news_2014_00551235
14716	Und das dürfte wohl nicht nur in der Partie am Freitagabend so sein.	freitagabend	2282	    1,523	0.0033	308.5385	german_de_news_2013_00867538
14717	Es ist Freitagabend, er will noch auf eine Party.	freitagabend	2282	    1,523	0.0033	495	german_de_news_2015_00462634
14718	Die beginnt diesen Freitagabend - wie gehabt nur auf PC.	freitagabend	2282	    1,523	0.0033	624.2222	german_de_news_2015_00294042
14719	In Paris waren am Freitagabend 132 Menschen gestorben.	freitagabend	2282	    1,523	0.0033	738.4286	german_de_news_2015_00593069
14720	Die Abstimmung sollte am späten Freitagabend stattfinden.	freitagabend	2282	    1,523	0.0033	1191	german_de_news_2015_00285830
14721	Aber sie ist noch jung, die wird ihren Weg schon noch gehen.	jung	2282	    1,523	0.0033	281.5455	german_de_news_2014_00016120
14722	«Mario ist schon gut, aber man darf nicht vergessen, dass er noch sehr jung ist.	jung	2282	    1,523	0.0033	417.8571	german_de_news_2014_00655386
14723	Fragen über Fragen, die sich Jung und Alt stellen.	jung	2282	    1,523	0.0033	501.875	german_de_news_2015_00488958
14724	Klar, ich bin noch jung.	jung	2282	    1,523	0.0033	584.8	german_de_news_2015_00620136
14725	Die Fragen stellte Joachim Müller-Jung.	jung	2282	    1,523	0.0033	1011.1667	german_de_news_2014_00314868
14726	Ich werde im letzten Rennen des Jahres noch einmal alles geben, um nach vorn zu kommen.	vorn	2282	    1,523	0.0033	280.5625	german_de_news_2013_00582840
14727	Denn am Ende stand man auf den Positionen neun und elf und damit deutlich weiter vorn als zuletzt.	vorn	2282	    1,523	0.0033	446.5294	german_de_news_2013_00229144
14728	Ein Gold noch, dann liegt er vorn.	vorn	2282	    1,523	0.0033	515.4286	german_de_news_2014_00424289
14729	Martin Kind will mit Hannover Platz acht erreichen, mit Blick nach vorn..	vorn	2282	    1,523	0.0033	634.4545	german_de_news_2015_00650177
14730	Er denkt positiv und schaut nach vorn.	vorn	2282	    1,523	0.0033	1084.8571	german_de_news_2015_00436435
14731	An welchem Tag das sein wird, steht aber noch nicht fest.	welchem	2282	    1,523	0.0033	301.0909	german_de_news_2013_00062027
14732	Doch aus welchem Land kommen die meisten?	welchem	2282	    1,523	0.0033	458.4286	german_de_news_2015_00386208
14733	Wann und zu welchem Preis das Gerät auch hierzulande erhältlich sein wird, wissen wir noch nicht.	welchem	2282	    1,523	0.0033	543.125	german_de_news_2015_00881170
14734	Zu welchem Ergebnis kommt der Bericht?	welchem	2282	    1,523	0.0033	614.8333	german_de_news_2014_00965289
14735	In welchem Studio ist welcher Song wann und unter welchen Bedingungen entstanden?	welchem	2282	    1,523	0.0033	1166.0833	german_de_news_2013_00634547
14736	Ich weiß aber auch, dass das natürlich zusätzlichen Druck und Verantwortung mit sich bringt.	zusätzlichen	2282	    1,523	0.0033	391.7143	german_de_news_2015_00551829
14737	Es sind keine zusätzlichen Kosten.	zusätzlichen	2282	    1,523	0.0033	559.8	german_de_news_2015_00468357
14738	Es wird einen zusätzlichen Bedarf geben.	zusätzlichen	2282	    1,523	0.0033	720.8333	german_de_news_2013_00501246
14739	Es gab keine zusätzlichen Verletzungen.	zusätzlichen	2282	    1,523	0.0033	816.6	german_de_news_2013_00483368
14740	Ihr Finanzminister machte zusätzlichen Druck.	zusätzlichen	2282	    1,523	0.0033	1050.2	german_de_news_2013_00586915
14741	Und wir sind lange noch nicht am Ende der Autobahn!	autobahn	2283	    1,522	0.0032	283.5	german_de_news_2013_00882735
14742	Und mit Tempo 60 auf der Autobahn haben sich die Abgeordneten noch gar nicht beschäftigt.	autobahn	2283	    1,522	0.0032	572.5	german_de_news_2015_00839051
14743	Die Autobahn ist bis auf weiteres in Richtung Leipzig gesperrt.	autobahn	2283	    1,522	0.0032	659.5	german_de_news_2014_00293739
14744	Union sieht Gefahr für das Umfeld der Autobahn.	autobahn	2283	    1,522	0.0032	732.125	german_de_news_2013_00884029
14745	Eine kurze Strecke ist eine echte Autobahn.	autobahn	2283	    1,522	0.0032	1206.8333	german_de_news_2013_00438198
14746	Schon nach rund 30 Minuten waren auf Facebook keine Spuren mehr zu finden.	spuren	2283	    1,522	0.0032	312.6667	german_de_news_2015_00751114
14747	Wenn einer gegen alle kämpft, kann das nicht ohne Spuren bleiben.	spuren	2283	    1,522	0.0032	474	german_de_news_2014_00908283
14748	Spuren von solchen wurden auch in seinem Pkw gefunden.	spuren	2283	    1,522	0.0032	591.8889	german_de_news_2015_00799201
14749	Die Ausstellung soll die Spuren der Geschichte zeigen.	spuren	2283	    1,522	0.0032	708.7143	german_de_news_2015_00292202
14750	Die Polizei hat am Tatort Spuren gesichert.	spuren	2283	    1,522	0.0032	974.7143	german_de_news_2013_00362233
14751	Es dürfe dabei nicht immer nur um die Forderung nach mehr Geld gehen, sagte sie.	dürfe	2284	    1,521	0.0032	345.3333	german_de_news_2013_00482172
14752	Derzeit dürfe er aber das Land nicht verlassen.	dürfe	2284	    1,521	0.0032	454.375	german_de_news_2014_00278772
14753	Das dürfe man nicht zeigen.	dürfe	2284	    1,521	0.0032	562	german_de_news_2015_00170195
14754	Es dürfe nicht die Botschaft gelten: „Jeder darf kommen.	dürfe	2284	    1,521	0.0032	677	german_de_news_2015_00454339
14755	NRW dürfe da keine Ausnahme machen.	dürfe	2284	    1,521	0.0032	1143	german_de_news_2013_00743391
14756	Er hat so vielen Menschen so viel gegeben“, schrieb sie in einem Tweet.	tweet	2284	    1,521	0.0032	353.1667	german_de_news_2014_00444503
14757	Tweet Allerdings sei es noch nicht möglich gewesen, sie vom Berg zu holen.	tweet	2284	    1,521	0.0032	540.0769	german_de_news_2014_00828414
14758	Tweet Dies sagte ein Sprecher des Unternehmens.	tweet	2284	    1,521	0.0032	634.7143	german_de_news_2014_00828568
14759	Es begann mit einem Tweet.	tweet	2284	    1,521	0.0032	754.6	german_de_news_2015_00453443
14760	Tweet Der Gastgeber holt sich den Titel!	tweet	2284	    1,521	0.0032	965.4286	german_de_news_2015_00819738
14761	Ist es wohl auch, weil ja beinahe jeder davon gehört hat.	beinahe	2285	    1,520	0.0032	342.2727	german_de_news_2014_00608813
14762	Jetzt ist es beinahe auch schon egal.	beinahe	2285	    1,520	0.0032	503.5714	german_de_news_2015_00609871
14763	Die Lage sei „nicht kritisch, aber beinahe kritisch“, hieß es.	beinahe	2285	    1,520	0.0032	670.1111	german_de_news_2015_00329321
14764	Doch gilt die iPhone-Vorstellung als beinahe sicher.	beinahe	2285	    1,520	0.0032	743.25	german_de_news_2015_00390365
14765	Beinahe klingt das wie Werbung!	beinahe	2285	    1,520	0.0032	1049	german_de_news_2015_00110195
14766	So wenig wie Daimler und auch die anderen deutschen..	daimler	2285	    1,520	0.0032	326.7778	german_de_news_2015_00794250
14767	Das wirkt sich auf den russischen Pkw-Markt aus und damit auch auf Daimler.	daimler	2285	    1,520	0.0032	481.7692	german_de_news_2014_00212081
14768	An der Börse hat die Daimler-Aktie zuletzt allerdings deutlich an Fahrt verloren.	daimler	2285	    1,520	0.0032	586.25	german_de_news_2015_00050343
14769	Vor Steuern und Zinsen werde Daimler 2013 voraussichtlich genauso viel verdienen wie im vergangenen Jahr.	daimler	2285	    1,520	0.0032	723.5	german_de_news_2013_00911372
14770	Die Aktien von BMW, Daimler und Volkswagen legen zu.	daimler	2285	    1,520	0.0032	831.1111	german_de_news_2013_00299698
14771	Ob Geld im Spiel war, wird derzeit geprüft.	geprüft	2285	    1,520	0.0032	396.75	german_de_news_2013_00752606
14772	Nun muss ein Teil der Forderungen noch geprüft werden.	geprüft	2285	    1,520	0.0032	520.3333	german_de_news_2014_00713474
14773	Derzeit würden die Beziehungen zu den USA geprüft.	geprüft	2285	    1,520	0.0032	630.375	german_de_news_2013_00291329
14774	Die Projekte werden bis Herbst dieses Jahres geprüft.	geprüft	2285	    1,520	0.0032	695.5	german_de_news_2015_00343802
14775	Demnach wird das Vorhaben derzeit geprüft.	geprüft	2285	    1,520	0.0032	904.5	german_de_news_2015_00220340
14776	Und wenn er sich entscheiden müsste, dann würde er doch gerne erst ein Jahr in New York leben und dann ab nach Los Angeles.	angeles	2286	    1,519	0.0032	376.7619	german_de_news_2015_00843523
14777	Mehr Informationen gibt es dann bei der Premiere in Los Angeles.	angeles	2286	    1,519	0.0032	531.3636	german_de_news_2014_00659718
14778	Die Schulen in Los Angeles sollen am Mittwoch aber wieder öffnen.	angeles	2286	    1,519	0.0032	640.1818	german_de_news_2015_00349265
14779	Für Oktober 2015 ist die Premiere in Los Angeles geplant.	angeles	2286	    1,519	0.0032	713.2222	german_de_news_2014_00506662
14780	Das berichtet die «Los Angeles Times».	angeles	2286	    1,519	0.0032	934.5	german_de_news_2013_00168974
14781	Gerade jetzt könnte er in der Region einem anderen Land als Beispiel dienen.	dienen	2286	    1,519	0.0032	322.8462	german_de_news_2014_00517569
14782	Er sagt dazu: «Als Politiker will ich dem Schweizer Volk ebenso dienen wie der Wirtschaft.»	dienen	2286	    1,519	0.0032	428.2667	german_de_news_2015_00444706
14783	Geht es nicht doch mehr ums Verdienen als ums Dienen?	dienen	2286	    1,519	0.0032	617.3333	german_de_news_2013_00534787
14784	Deshalb durfte er nicht einmal an der Front dienen, wie die „Washington Post“ weiter berichtete.	dienen	2286	    1,519	0.0032	665.4667	german_de_news_2014_00280487
14785	Ihre eigene Wohnung musste damals als Lager dienen.	dienen	2286	    1,519	0.0032	830.625	german_de_news_2015_00554695
14786	Nicht einmal eine Antwort auf seine E-Mails habe es gegeben.	mails	2286	    1,519	0.0032	344	german_de_news_2013_00736702
14787	Was heißt, die Mails waren sein 2013 bekannt.	mails	2286	    1,519	0.0032	453.8571	german_de_news_2015_00886133
14788	Die E-Mails gehen jedoch nicht verloren.	mails	2286	    1,519	0.0032	511.5714	german_de_news_2014_00307014
14789	Es sind in erster Linie E-Mails.	mails	2286	    1,519	0.0032	640.4286	german_de_news_2014_00472754
14790	Das Senden von E-Mails wurde verbessert.	mails	2286	    1,519	0.0032	885.5714	german_de_news_2013_00203141
14791	Tipp: das Bild anklicken um den Code neu zu generieren Persönliche Nachricht Kann man jetzt noch Urlaub in der Türkei machen?	anklicken	2287	    1,518	0.0032	602.2381	german_de_news_2015_00812928
14792	Tipp: das Bild anklicken um den Code neu zu generieren Persönliche Nachricht Interview mit dem OB „Welche Folgen hat die VW-Affäre für Wolfsburg?	anklicken	2287	    1,518	0.0032	668.625	german_de_news_2015_00812907
14793	Tipp: das Bild anklicken um den Code neu zu generieren Persönliche Nachricht Warum ist Wasser am Flughafen so teuer?	anklicken	2287	    1,518	0.0032	717.3158	german_de_news_2015_00813221
14794	Tipp: das Bild anklicken um den Code neu zu generieren Persönliche Nachricht Sind am Ende die Griechen die Gewinner?	anklicken	2287	    1,518	0.0032	786.2778	german_de_news_2015_00813102
14795	Für größere Ansicht Bild anklicken!	anklicken	2287	    1,518	0.0032	1118.4	german_de_news_2015_00499799
14796	Und alle anderen Versionen gibt es dann nicht mehr.	versionen	2287	    1,518	0.0032	305.6667	german_de_news_2013_00864303
14797	Die Software soll im April 2015 in allen drei Versionen fertig sein.	versionen	2287	    1,518	0.0032	529.0909	german_de_news_2014_00366387
14798	Doch inzwischen gibt es auch Linux- und Android-Versionen.	versionen	2287	    1,518	0.0032	618.6667	german_de_news_2015_00390973
14799	Noch ältere Versionen können nur auf Anfrage die Version 3 aktualisiert werden.	versionen	2287	    1,518	0.0032	727.0909	german_de_news_2013_00740305
14800	Ältere Versionen gehen noch leer aus.	versionen	2287	    1,518	0.0032	1111.6667	german_de_news_2014_00039968
14801	Es macht die Sache nicht besser, ob es dann ein paar Tausend mehr oder weniger waren.	tausend	2288	    1,516	0.0032	312.5333	german_de_news_2015_00466064
14802	Einige Tausend werden es sein.	tausend	2288	    1,516	0.0032	526.4	german_de_news_2014_00426060
14803	Darunter sind auch Modelle für mehrere Tausend Euro.	tausend	2288	    1,516	0.0032	622.875	german_de_news_2013_00165522
14804	Bilder können mehr sagen als tausend Worte.	tausend	2288	    1,516	0.0032	718.8571	german_de_news_2014_00120824
14805	Und mehrere tausend Arbeitsplätze geschaffen”.	tausend	2288	    1,516	0.0032	1335	german_de_news_2015_00838820
14806	An diesem Ort, der 1936 die Zukunft sein wollte, wird das zu einer guten Erinnerung.	erinnerung	2289	    1,515	0.0032	317.7857	german_de_news_2015_00053014
14807	Zur Erinnerung: Was wir heute haben, das ist ein Verdacht.	erinnerung	2289	    1,515	0.0032	444.8	german_de_news_2015_00954427
14808	Tatsächlich gab es eine weitere gute Erinnerung.	erinnerung	2289	    1,515	0.0032	504.2857	german_de_news_2013_00846467
14809	"""Ich sah ihn und wusste: „Den kennt mein Herz schon lange!"""", wie eine Erinnerung aus vergangenen Zeiten."""	erinnerung	2289	    1,515	0.0032	628.3529	german_de_news_2013_00580401
14810	Freiheit und Demokratie brauchen Erinnerung.	erinnerung	2289	    1,515	0.0032	1244	german_de_news_2015_00491133
14811	In Manchester war das für ihn nicht mehr möglich.	manchester	2290	    1,514	0.0032	322.5556	german_de_news_2015_00591637
14812	«In Manchester hatte ich einige der besten Jahre meiner Karriere.	manchester	2290	    1,514	0.0032	506.2	german_de_news_2013_00626053
14813	Der VfL Wolfsburg hat seinen Top-Spieler an Manchester City verloren und rund 75 Millionen Euro gewonnen.	manchester	2290	    1,514	0.0032	647.4375	german_de_news_2015_00274300
14814	Laut britischen Medien hatte Manchester 50 Millionen Euro angeboten.	manchester	2290	    1,514	0.0032	717.375	german_de_news_2015_00632496
14815	Zu Besuch in Manchester Skandal!	manchester	2290	    1,514	0.0032	1090.2	german_de_news_2015_00941921
14816	Aber nur in den meisten westlichen Ländern.	westlichen	2290	    1,514	0.0032	484.4286	german_de_news_2014_00015605
14817	Da werden die „westlichen Werte“ schon für sorgen.	westlichen	2290	    1,514	0.0032	579.375	german_de_news_2015_00214842
14818	Demokratie wären es gewesen, hätte man sie für die westlichen Werte entschieden.	westlichen	2290	    1,514	0.0032	640.0833	german_de_news_2015_00220544
14819	Herausforderungen, denen sich die westlichen Staaten stellen müssen.»	westlichen	2290	    1,514	0.0032	749.125	german_de_news_2013_00557068
14820	Die westlichen Staaten seien gefordert zu handeln.	westlichen	2290	    1,514	0.0032	860	german_de_news_2015_00380532
14821	Natürlich gebe es Kunden, die künftig mehr zahlen, bei vielen wurde der Preis im vergangenen Jahr aber auch gesenkt.	gesenkt	2291	    1,513	0.0032	303.6842	german_de_news_2014_00697784
14822	Im vergangenen Jahr hatte sie die Zinsen bereits drei Mal gesenkt - zuletzt im November.	gesenkt	2291	    1,513	0.0032	402.1538	german_de_news_2015_00570795
14823	Dann könnten ja eigentlich auch die Steuern gesenkt werden.	gesenkt	2291	    1,513	0.0032	469.6667	german_de_news_2015_00158757
14824	Deshalb wird die Grenze jetzt gesenkt.	gesenkt	2291	    1,513	0.0032	614.3333	german_de_news_2014_00281957
14825	Seither aber hat Bern die Beiträge massiv gesenkt.	gesenkt	2291	    1,513	0.0032	1173	german_de_news_2015_00761113
14826	Was sagt das über die Stuttgarter Mannschaft aus?	stuttgarter	2291	    1,513	0.0032	382.5	german_de_news_2013_00923689
14827	Falls dem so sein sollte, dann haben die Stuttgarter Richter das jedenfalls nicht ändern können.	stuttgarter	2291	    1,513	0.0032	490	german_de_news_2013_00506279
14828	Diese und weitere Meldungen der Stuttgarter Polizei.	stuttgarter	2291	    1,513	0.0032	703.2857	german_de_news_2014_00362736
14829	Auch in der Stuttgarter Ecke hätten es die Verein leichter.	stuttgarter	2291	    1,513	0.0032	745.8	german_de_news_2013_00073695
14830	Genauso wie das Stuttgarter Umfeld.	stuttgarter	2291	    1,513	0.0032	1037	german_de_news_2013_00537348
14831	Zwei Jahre später war Alonso tatsächlich auf dem Weg zum ersten Titel.	alonso	2292	    1,512	0.0032	350.9167	german_de_news_2013_00997686
14832	Wir wissen: Es wird sehr schwierig“, sagt Alonso.	alonso	2292	    1,512	0.0032	537.75	german_de_news_2013_00969687
14833	Alonso gehört zur zweiten Gruppe.	alonso	2292	    1,512	0.0032	704.4	german_de_news_2015_00033544
14834	Motorsport-Magazin.com meint: War's das mit Alonso und Ferrari?	alonso	2292	    1,512	0.0032	849.7273	german_de_news_2014_00682815
14835	Alonso zu Ferrari: Was ist dran?	alonso	2292	    1,512	0.0032	1000.8333	german_de_news_2013_00032607
14836	Keine Angaben machte sie dazu, um wie viele Dokumente es sich handelt.	dokumente	2293	    1,511	0.0032	372.4167	german_de_news_2015_00616405
14837	Haben Sie Informationen oder Dokumente, von denen die Öffentlichkeit erfahren sollte?	dokumente	2293	    1,511	0.0032	521.6364	german_de_news_2013_00550791
14838	Ich bin auch dafür, dass Herr Snowden sofort alle Dokumente veröffentlicht.	dokumente	2293	    1,511	0.0032	616.8182	german_de_news_2013_00569037
14839	Viele Menschen kennen diese Dokumente und ihre Bedeutung.	dokumente	2293	    1,511	0.0032	651.75	german_de_news_2015_00859954
14840	Ich wusste nicht, ob die Dokumente echt waren.	dokumente	2293	    1,511	0.0032	854.375	german_de_news_2013_00584267
14841	Natürlich, auch das ist erst einmal nicht mehr als eine Ankündigung.	ankündigung	2294	    1,510	0.0032	274.9091	german_de_news_2013_00729289
14842	Eine entsprechende Ankündigung für Europa gibt es noch nicht.	ankündigung	2294	    1,510	0.0032	457.5556	german_de_news_2014_00413512
14843	Der Titel soll im Rahmen der PS4-Ankündigung erstmals vorgestellt werden.	ankündigung	2294	    1,510	0.0032	630.4	german_de_news_2013_00282909
14844	Die Ankündigung kommt nicht völlig überraschend.	ankündigung	2294	    1,510	0.0032	730	german_de_news_2015_00289002
14845	Die Ankündigung erfolgt erst kürzlich via Twitter.	ankündigung	2294	    1,510	0.0032	1146.7143	german_de_news_2015_00288991
14846	Zu sehen gibt es sie erstmals in Genf.	genf	2294	    1,510	0.0032	395.5	german_de_news_2013_00994045
14847	Von Genf hat er nichts gehört.	genf	2294	    1,510	0.0032	494.6667	german_de_news_2014_00877952
14848	Nach Genf im März kommt im April New York.	genf	2294	    1,510	0.0032	595.875	german_de_news_2015_00684999
14849	Die Verhandlungen in Genf würden vermutlich noch lange dauern.	genf	2294	    1,510	0.0032	729	german_de_news_2014_00379119
14850	Ukraine Uno: Bereits mehr als 3600 Tote im Osten Genf.	genf	2294	    1,510	0.0032	909.1111	german_de_news_2014_00833558
14851	Darauf sagt der Professor: „Gute Frau - wie können sie das sagen?	professor	2294	    1,510	0.0032	341.0909	german_de_news_2013_00162965
14852	Sicherlich wäre die neue Formel 1 auch etwas für den „Professor“, oder?	professor	2294	    1,510	0.0032	478.2727	german_de_news_2013_00803467
14853	DIE ZEIT: Was verdient denn ein Professor?	professor	2294	    1,510	0.0032	561.7143	german_de_news_2013_00406643
14854	Können Sie es lösen, Professor?	professor	2294	    1,510	0.0032	832	german_de_news_2013_00660384
14855	Ob der Professor kommentieren wolle?	professor	2294	    1,510	0.0032	1016.2	german_de_news_2014_00718934
14856	Oder haben Sie etwa Angst, dass er etwas enthält, was Ihnen nicht passt?	enthält	2295	    1,509	0.0032	413.4615	german_de_news_2015_00714444
14857	Das entsprechende Bild zu dieser Szene enthält sie der Öffentlichkeit jedoch vor.	enthält	2295	    1,509	0.0032	573.5833	german_de_news_2015_00171195
14858	Sie enthält viel Wasser und relativ wenig Energie.	enthält	2295	    1,509	0.0032	734.5	german_de_news_2013_00805498
14859	Doch was enthält das Papier?	enthält	2295	    1,509	0.0032	836.8	german_de_news_2014_00396563
14860	Die Gratis-Variante enthält Werbung.	enthält	2295	    1,509	0.0032	1514.8	german_de_news_2014_00319702
14861	Es ist klar, dass wir nicht die Favoriten sind.“	favoriten	2295	    1,509	0.0032	307	german_de_news_2014_00467765
14862	Sicher werden sie einen Favoriten haben.	favoriten	2295	    1,509	0.0032	460	german_de_news_2013_00803583
14863	Natürlich gehört Deutschland zu den Top-Favoriten.	favoriten	2295	    1,509	0.0032	541	german_de_news_2013_00729483
14864	Dabei galt Spanien als einer der großen Favoriten.	favoriten	2295	    1,509	0.0032	711.375	german_de_news_2014_00138893
14865	Die Favoriten der Redaktion Kann Sebastian Vettel Nico Rosberg gefährlich werden?	favoriten	2295	    1,509	0.0032	1125.3636	german_de_news_2014_00312127
14866	Hoffentlich wird das so bleiben, hoffentlich wird die Politik auch in fünf Jahren noch über dieses Thema sprechen.	hoffentlich	2295	    1,509	0.0032	300.375	german_de_news_2014_00543156
14867	Und so ist auch dieser Geburtstag im Prinzip nicht anders für mich als alle davor und die, die hoffentlich noch kommen.»	hoffentlich	2295	    1,509	0.0032	471.2632	german_de_news_2013_00878859
14868	Dann werden hoffentlich alle für NEIN stimmen.	hoffentlich	2295	    1,509	0.0032	581.4286	german_de_news_2014_00160547
14869	Die FDP ist hoffentlich bald Geschichte!	hoffentlich	2295	    1,509	0.0032	707.1667	german_de_news_2013_00326704
14870	Hoffentlich hat man daraus gelernt.	hoffentlich	2295	    1,509	0.0032	1196	german_de_news_2013_00566114
14871	Oder ich war zu Besuch in Wien und in Graz, auch alles Gäste von früher.	graz	2296	    1,508	0.0032	423.3571	german_de_news_2013_00755334
14872	Sie besucht um Sonntag Graz, um sich selbst ein Bild zu machen.	graz	2296	    1,508	0.0032	485.2727	german_de_news_2015_00766718
14873	Die Luft ist schlecht in Graz, aber wohl auch in Salzburg oder Wien.	graz	2296	    1,508	0.0032	554.5	german_de_news_2013_00350462
14874	Übrigens: Am Mittwoch kommt Sturm Graz zu uns!	graz	2296	    1,508	0.0032	743.875	german_de_news_2015_00823774
14875	Vermutlich weil Sturm GRAZ spielt.	graz	2296	    1,508	0.0032	1192.8	german_de_news_2013_00893375
14876	Dieses soll angeblich noch im Verlauf des Jahres 2013 auf den Markt kommen.	verlauf	2296	    1,508	0.0032	403	german_de_news_2013_00380130
14877	Auch die Börse zeigte sich von dem Verlauf enttäuscht, die Aktie fiel am Dienstag um bis zu vier Prozent.	verlauf	2296	    1,508	0.0032	480.1111	german_de_news_2014_00070724
14878	Mit dem gesamten Verlauf sei er sehr zufrieden.	verlauf	2296	    1,508	0.0032	602.5	german_de_news_2013_00698482
14879	Je weiter vorn man liegt, desto besser für den weiteren Verlauf des Jahres.	verlauf	2296	    1,508	0.0032	673.6923	german_de_news_2015_00611483
14880	Heute will der Finanzminister die Öffentlichkeit über den Verlauf der Gespräche informieren.	verlauf	2296	    1,508	0.0032	780.5455	german_de_news_2014_00536870
14881	Wir wollen im Euro bleiben, aber mit einer Regelung, mit der wir leben können“, sagte er weiter.	regelung	2297	    1,506	0.0032	234.6	german_de_news_2015_00933219
14882	Und ich sehe auch kein Problem in dieser Regelung.	regelung	2297	    1,506	0.0032	484.7778	german_de_news_2014_00846869
14883	Fünf Fragen und Antworten zur neuen Regelung.	regelung	2297	    1,506	0.0032	546.7143	german_de_news_2014_00498069
14884	Die neue Regelung soll demnach im Februar in Kraft treten.	regelung	2297	    1,506	0.0032	633.8	german_de_news_2014_00339660
14885	Eine neue Regelung hat di..	regelung	2297	    1,506	0.0032	909.6	german_de_news_2013_00439638
14886	Wie das bei einem guten Regisseur sein muss.	regisseur	2297	    1,506	0.0032	390.375	german_de_news_2014_00920265
14887	Noch gibt es allerdings keinen Regisseur.	regisseur	2297	    1,506	0.0032	477	german_de_news_2014_00709077
14888	Da der Regisseur zu Änderungen nicht bereit war, hätten andere Maßnahmen Platz greifen sollen, insbesondere Hinweise an das Publikum.	regisseur	2297	    1,506	0.0032	653.3158	german_de_news_2013_00143531
14889	Der Regisseur ist live zu Gast in „kultur.	regisseur	2297	    1,506	0.0032	815.75	german_de_news_2013_00275533
14890	CSU-Regisseur Seehofer denkt sich nichts dabei.	regisseur	2297	    1,506	0.0032	1083.8571	german_de_news_2014_00137938
14891	Auf seine eigenen Werke trifft dies jedoch kaum zu.	werke	2297	    1,506	0.0032	467	german_de_news_2013_00086177
14892	Ihre Werke werden in aller Welt präsentiert.	werke	2297	    1,506	0.0032	604.8571	german_de_news_2014_00561644
14893	Die deutschen Werke gelten allerdings als deutlich zu teuer.	werke	2297	    1,506	0.0032	631.6667	german_de_news_2014_00303664
14894	Es sind aber mehrere Hundert Werke.	werke	2297	    1,506	0.0032	749.1667	german_de_news_2014_00472564
14895	Dessen Werke waren ziemlich massiv.	werke	2297	    1,506	0.0032	1181	german_de_news_2013_00294299
14896	Wir wissen auch, dass diese sechs Zähler möglich gewesen wären.	zähler	2298	    1,505	0.0032	452.2	german_de_news_2015_00932745
14897	Köln liegt nach wie vor sechs Zähler hinter Platz eins.	zähler	2298	    1,505	0.0032	548.6	german_de_news_2013_00658905
14898	72 Zähler liegen die Deutschen im Moment noch vorne.	zähler	2298	    1,505	0.0032	653	german_de_news_2015_00007338
14899	Zweiter ist Hamilton, der vier Zähler weniger auf dem Konto hat.	zähler	2298	    1,505	0.0032	756.0909	german_de_news_2014_00968337
14900	Der Nationalspieler kam auf 17 Zähler.	zähler	2298	    1,505	0.0032	882	german_de_news_2013_00270760
14901	Was gibt Ihnen die Sicherheit, dass ein Konzept mit Autoren, das in Österreich funktioniert hat, auch hier in der Schweiz funktioniert?	autoren	2299	    1,503	0.0032	349.4211	german_de_news_2015_00885760
14902	Vielleicht, weil die Autoren es sich nicht anders vorstellen konnten?	autoren	2299	    1,503	0.0032	504.4	german_de_news_2014_00871511
14903	Für den Glauben der Autoren – nein, den Glauben eines jeden freien Menschen.	autoren	2299	    1,503	0.0032	608.6	german_de_news_2015_00495363
14904	Es steht den Autoren natürlich frei dafür zu kämpfen weniger Bücher zu verkaufen.	autoren	2299	    1,503	0.0032	703.6667	german_de_news_2014_00473557
14905	Und die Autoren über die höheren Gewinne.	autoren	2299	    1,503	0.0032	1022.8333	german_de_news_2013_00869982
14906	Derzeit sind es noch mehr als eine Milliarde Euro pro Jahr.	milliarde	2300	    1,502	0.0032	286.1818	german_de_news_2013_00291045
14907	Etwa eine Milliarde US-Dollar hat Microsoft nach eigenen Angaben in die Entwicklung von Spielen für die Xbox One investiert.	milliarde	2300	    1,502	0.0032	471.3158	german_de_news_2013_00503093
14908	Im ersten Halbjahr blieben sie um fast eine Milliarde Euro hinter dem Ziel zurück.	milliarde	2300	    1,502	0.0032	538.9286	german_de_news_2013_00590701
14909	Der Verkauf bringt rund eine Milliarde Dollar.	milliarde	2300	    1,502	0.0032	632.4286	german_de_news_2013_00286179
14910	Bildung: 2016 fehlt eine halbe Milliarde.	milliarde	2300	    1,502	0.0032	1389.2	german_de_news_2015_00120945
