WORD	STATUS	RANK	COUNT	COUNT_REL
vorgesehen	Y	1275	961	0.006
bayern	Y	1276	958	0.006
prinz	Y	1276	958	0.006
legt	Y	1277	957	0.0059
erfahren	Y	1278	956	0.0059
grün	Y	1278	956	0.0059
kandidaten	Y	1278	956	0.0059
küche	Y	1279	954	0.0059
plattform	Y	1279	954	0.0059
anspruch	Y	1280	953	0.0059
city	Y	1280	953	0.0059
mittels	Y	1281	952	0.0059
wirkung	Y	1281	952	0.0059
gezogen	Y	1282	951	0.0059
fertig	Y	1283	948	0.0059
werbung	Y	1283	948	0.0059
fernsehen	Y	1284	947	0.0059
sexy	Y	1284	947	0.0059
werke	Y	1285	946	0.0059
sonne	Y	1286	945	0.0059
ausgezeichnet	Y	1287	944	0.0059
politisch	Y	1288	943	0.0059
blau	Y	1289	942	0.0059
bundesliga	Y	1289	942	0.0059
regeln	Y	1289	942	0.0059
stimmt	Y	1289	942	0.0059
lugner	Y	1290	941	0.0058
entgegen	Y	1291	940	0.0058
anstieg	Y	1292	939	0.0058
baby	Y	1292	939	0.0058
dürften	Y	1292	939	0.0058
oma	Y	1292	939	0.0058
verurteilt	Y	1292	939	0.0058
erfahrungen	Y	1293	938	0.0058
umgebung	Y	1293	938	0.0058
vielmehr	Y	1293	938	0.0058
infrastruktur	Y	1294	937	0.0058
schneller	Y	1294	937	0.0058
beachten	Y	1295	936	0.0058
höhere	Y	1295	936	0.0058
verfassung	Y	1295	936	0.0058
privat	Y	1296	935	0.0058
volk	Y	1296	935	0.0058
hersteller	Y	1297	934	0.0058
n	Y	1297	934	0.0058
user	Y	1297	934	0.0058
kilo	Y	1298	933	0.0058
punkten	Y	1298	933	0.0058
bauern	Y	1299	932	0.0058
karten	Y	1299	932	0.0058
risiko	Y	1299	932	0.0058
vorher	Y	1299	932	0.0058
tatsache	Y	1300	931	0.0058
fiel	Y	1301	930	0.0058
gesprochen	Y	1301	930	0.0058
ziele	Y	1302	929	0.0058
gearbeitet	Y	1303	928	0.0058
starten	Y	1303	928	0.0058
stehe	Y	1303	928	0.0058
sängerin	Y	1303	928	0.0058
umgang	Y	1303	928	0.0058
wissenschaft	Y	1304	927	0.0058
zählen	Y	1304	927	0.0058
post	Y	1305	926	0.0058
erhältlich	Y	1306	925	0.0057
via	Y	1306	925	0.0057
irak	Y	1307	924	0.0057
pläne	Y	1307	924	0.0057
sa	Y	1308	923	0.0057
rote	Y	1309	922	0.0057
behandelt	Y	1310	921	0.0057
fürs	Y	1311	920	0.0057
grenze	Y	1311	920	0.0057
heißen	Y	1311	920	0.0057
wahlen	Y	1311	920	0.0057
arbeitsmarkt	Y	1312	919	0.0057
polizisten	Y	1313	918	0.0057
reichen	Y	1313	918	0.0057
bezeichnet	Y	1314	917	0.0057
speziell	Y	1314	917	0.0057
infos	Y	1315	916	0.0057
it	Y	1315	916	0.0057
pressekonferenz	Y	1315	916	0.0057
teams	Y	1315	916	0.0057
verdacht	Y	1316	915	0.0057
erfolgreiche	Y	1317	914	0.0057
teilte	Y	1317	914	0.0057
interessen	Y	1318	913	0.0057
johannes	Y	1318	913	0.0057
österreichischer	Y	1318	913	0.0057
auswirkungen	Y	1319	912	0.0057
informiert	Y	1320	911	0.0057
näher	Y	1320	911	0.0057
verwies	Y	1320	911	0.0057
johann	Y	1321	909	0.0056
pop	Y	1321	909	0.0056
feierte	Y	1322	908	0.0056
rang	Y	1322	908	0.0056
münchen	Y	1323	905	0.0056
genannt	Y	1324	904	0.0056
netz	Y	1324	904	0.0056
etc	Y	1325	903	0.0056
sparen	Y	1325	903	0.0056
entscheidungen	Y	1326	902	0.0056
sorgerecht	Y	1326	902	0.0056
tief	Y	1326	902	0.0056
wähler	Y	1326	902	0.0056
aktivitäten	Y	1327	901	0.0056
beiträge	Y	1327	901	0.0056
gedacht	Y	1327	901	0.0056
leichter	Y	1328	900	0.0056
mögliche	Y	1328	900	0.0056
erstes	Y	1329	899	0.0056
teile	Y	1330	898	0.0056
flughafen	Y	1331	897	0.0056
rücken	Y	1331	897	0.0056
schreibt	Y	1331	897	0.0056
befinden	Y	1332	896	0.0056
bilanz	Y	1332	896	0.0056
george	Y	1333	895	0.0056
mobile	Y	1333	895	0.0056
schlägt	Y	1333	895	0.0056
bedingungen	Y	1334	894	0.0056
gewann	Y	1334	894	0.0056
laufenden	Y	1334	894	0.0056
absolut	Y	1335	892	0.0055
bruder	Y	1335	892	0.0055
eva	Y	1336	891	0.0055
konkurrenz	Y	1337	890	0.0055
darabos	Y	1338	889	0.0055
gegenteil	Y	1338	889	0.0055
heimische	Y	1338	889	0.0055
schauen	Y	1339	888	0.0055
summe	Y	1339	888	0.0055
wege	Y	1339	888	0.0055
gelegt	Y	1340	887	0.0055
insel	Y	1341	886	0.0055
leitung	Y	1341	886	0.0055
gold	Y	1342	885	0.0055
landesregierung	Y	1342	885	0.0055
nachfolger	Y	1342	885	0.0055
welcher	Y	1342	885	0.0055
fehlen	Y	1343	882	0.0055
vorgestellt	Y	1343	882	0.0055
nötig	Y	1344	881	0.0055
eindruck	Y	1345	880	0.0055
km	Y	1345	880	0.0055
causa	Y	1346	879	0.0055
minus	Y	1346	879	0.0055
umwelt	Y	1347	878	0.0055
beteiligt	Y	1348	877	0.0054
liter	Y	1348	877	0.0054
garten	Y	1349	876	0.0054
nachfrage	Y	1349	876	0.0054
schilling	Y	1349	876	0.0054
weist	Y	1349	876	0.0054
genießen	Y	1350	875	0.0054
krems	Y	1350	875	0.0054
praktisch	Y	1350	875	0.0054
rudolf	Y	1350	875	0.0054
landesrat	Y	1351	874	0.0054
britischen	Y	1352	873	0.0054
universitäten	Y	1352	873	0.0054
beruf	Y	1353	871	0.0054
finanzierung	Y	1354	870	0.0054
selbstverständlich	Y	1354	870	0.0054
arzt	Y	1355	869	0.0054
haupt	Y	1355	869	0.0054
moment	Y	1355	869	0.0054
verhältnis	Y	1355	869	0.0054
früheren	Y	1356	868	0.0054
holen	Y	1356	868	0.0054
pc	Y	1356	868	0.0054
tom	Y	1356	868	0.0054
polen	Y	1357	867	0.0054
sitzung	Y	1358	866	0.0054
berichten	Y	1359	865	0.0054
zustimmung	Y	1359	865	0.0054
jahrzehnten	Y	1360	864	0.0054
auftakt	Y	1361	863	0.0054
trennung	Y	1361	863	0.0054
bedarf	Y	1362	861	0.0054
größer	Y	1362	861	0.0054
hund	Y	1362	861	0.0054
mache	Y	1363	860	0.0053
angekündigt	Y	1364	858	0.0053
halte	Y	1364	858	0.0053
besonderen	Y	1365	856	0.0053
genannten	Y	1365	856	0.0053
generalsekretär	Y	1365	856	0.0053
jeweiligen	Y	1365	856	0.0053
rechts	Y	1365	856	0.0053
übernommen	Y	1365	856	0.0053
israel	Y	1366	855	0.0053
strecke	Y	1366	855	0.0053
ursprünglich	Y	1366	855	0.0053
anlass	Y	1367	854	0.0053
handeln	Y	1367	854	0.0053
verändert	Y	1367	854	0.0053
daniel	Y	1368	853	0.0053
jury	Y	1368	853	0.0053
netzwerk	Y	1368	853	0.0053
studien	Y	1368	853	0.0053
betrieben	Y	1369	852	0.0053
häufig	Y	1369	852	0.0053
inklusive	Y	1369	852	0.0053
möglicherweise	Y	1369	852	0.0053
großteil	Y	1370	850	0.0053
umso	Y	1370	850	0.0053
wirtschaftlichen	Y	1370	850	0.0053
ermöglichen	Y	1371	849	0.0053
forderung	Y	1371	849	0.0053
eintrag	Y	1372	848	0.0053
fühlen	Y	1372	848	0.0053
name	Y	1372	848	0.0053
wunder	Y	1372	848	0.0053
gratis	Y	1373	847	0.0053
schulden	Y	1373	847	0.0053
euch	Y	1374	846	0.0053
komme	Y	1375	845	0.0053
präsentation	Y	1375	845	0.0053
ps	Y	1375	845	0.0053
ums	Y	1375	845	0.0053
bestimmt	Y	1376	843	0.0052
eigenes	Y	1376	843	0.0052
kündigte	Y	1377	842	0.0052
schweden	Y	1377	842	0.0052
geplanten	Y	1378	841	0.0052
freunden	Y	1379	840	0.0052
passt	Y	1379	840	0.0052
schützen	Y	1379	840	0.0052
geschlossen	Y	1380	839	0.0052
hoffe	Y	1381	838	0.0052
samt	Y	1381	838	0.0052
straßen	Y	1381	838	0.0052
erwin	Y	1382	837	0.0052
schwierig	Y	1382	837	0.0052
filme	Y	1383	836	0.0052
musiker	Y	1383	836	0.0052
organisation	Y	1383	836	0.0052
unten	Y	1383	836	0.0052
erlaubt	Y	1384	834	0.0052
errichtet	Y	1384	834	0.0052
osten	Y	1384	834	0.0052
sendung	Y	1384	834	0.0052
steuerreform	Y	1384	834	0.0052
denke	Y	1385	833	0.0052
entstanden	Y	1385	833	0.0052
entweder	Y	1385	833	0.0052
außerhalb	Y	1386	832	0.0052
beziehungen	Y	1386	832	0.0052
bücher	Y	1386	832	0.0052
einzelne	Y	1386	832	0.0052
richard	Y	1386	832	0.0052
gelegenheit	Y	1387	831	0.0052
strom	Y	1387	831	0.0052
brand	Y	1388	830	0.0052
lustenau	Y	1388	830	0.0052
reisen	Y	1388	830	0.0052
glücklich	Y	1389	829	0.0052
marke	Y	1389	829	0.0052
nachmittag	Y	1389	829	0.0052
einfluss	Y	1390	828	0.0051
skandal	Y	1390	828	0.0051
fuß	Y	1391	827	0.0051
verkaufen	Y	1391	827	0.0051
sekunden	Y	1392	826	0.0051
ans	Y	1393	825	0.0051
bezeichnete	Y	1393	825	0.0051
erfolgen	Y	1393	825	0.0051
freiheit	Y	1393	825	0.0051
zug	Y	1393	825	0.0051
graf	Y	1394	824	0.0051
schwarze	Y	1394	824	0.0051
schwerpunkt	Y	1394	824	0.0051
brauche	Y	1395	823	0.0051
bekannte	Y	1396	822	0.0051
bezahlen	Y	1396	822	0.0051
geschafft	Y	1396	822	0.0051
rest	Y	1396	822	0.0051
tor	Y	1396	822	0.0051
verzichten	Y	1396	822	0.0051
club	Y	1397	821	0.0051
abgeordneter	Y	1398	820	0.0051
gruppen	Y	1398	820	0.0051
höchste	Y	1398	820	0.0051
kauf	Y	1398	820	0.0051
la	Y	1398	820	0.0051
management	Y	1398	820	0.0051
rechnung	Y	1398	820	0.0051
vierten	Y	1398	820	0.0051
autor	Y	1399	819	0.0051
seither	Y	1399	819	0.0051
wein	Y	1399	819	0.0051
di	Y	1400	818	0.0051
geblieben	Y	1400	818	0.0051
krone	Y	1400	818	0.0051
integration	Y	1401	817	0.0051
lady	Y	1401	817	0.0051
sämtliche	Y	1401	817	0.0051
auge	Y	1402	816	0.0051
kim	Y	1403	815	0.0051
olympia	Y	1403	815	0.0051
freiheitlichen	Y	1404	814	0.0051
kurt	Y	1404	814	0.0051
nennt	Y	1404	814	0.0051
bekam	Y	1405	813	0.0051
nahezu	Y	1405	813	0.0051
fritz	Y	1406	812	0.005
viertel	Y	1406	812	0.005
erscheint	Y	1407	810	0.005
herausforderung	Y	1407	810	0.005
konkret	Y	1407	810	0.005
vizekanzler	Y	1407	810	0.005
amerikanischen	Y	1408	809	0.005
stattfinden	Y	1408	809	0.005
umsatz	Y	1408	809	0.005
fordern	Y	1409	808	0.005
fälle	Y	1409	808	0.005
tonnen	Y	1409	808	0.005
wirtschaftskammer	Y	1409	808	0.005
geraten	Y	1410	807	0.005
omv	Y	1410	807	0.005
schafft	Y	1410	807	0.005
display	Y	1411	806	0.005
feldkirch	Y	1411	806	0.005
fährt	Y	1412	805	0.005
hoffen	Y	1412	805	0.005
profitieren	Y	1412	805	0.005
achten	Y	1413	804	0.005
fp	Y	1413	804	0.005
hermann	Y	1413	804	0.005
bilden	Y	1414	803	0.005
feuer	Y	1414	803	0.005
gelang	Y	1414	803	0.005
rücktritt	Y	1414	803	0.005
l	Y	1415	802	0.005
song	Y	1415	802	0.005
unternehmer	Y	1415	802	0.005
männern	Y	1416	801	0.005
erhöhung	Y	1417	800	0.005
tot	Y	1417	800	0.005
gründe	Y	1418	799	0.005
mitarbeitern	Y	1418	799	0.005
herzen	Y	1419	798	0.005
klubobmann	Y	1419	798	0.005
behandlung	Y	1420	797	0.005
cup	Y	1420	797	0.005
einerseits	Y	1420	797	0.005
stadion	Y	1420	797	0.005
außen	Y	1421	796	0.0049
william	Y	1421	796	0.0049
komplett	Y	1422	795	0.0049
videos	Y	1422	795	0.0049
unterschied	Y	1423	794	0.0049
app	Y	1424	793	0.0049
verlangt	Y	1424	793	0.0049
haut	Y	1425	792	0.0049
anzahl	Y	1426	791	0.0049
betrug	Y	1426	791	0.0049
cd	Y	1426	791	0.0049
fekter	Y	1426	791	0.0049
möglichen	Y	1426	791	0.0049
offenen	Y	1426	791	0.0049
sogenannten	Y	1426	791	0.0049
technischen	Y	1426	791	0.0049
wünsche	Y	1426	791	0.0049
perfekt	Y	1427	790	0.0049
dringend	Y	1428	789	0.0049
hochegger	Y	1428	789	0.0049
marathon	Y	1428	789	0.0049
partie	Y	1428	789	0.0049
persönlichen	Y	1428	789	0.0049
stärken	Y	1428	789	0.0049
wirtschaftliche	Y	1428	789	0.0049
entsprechenden	Y	1429	787	0.0049
voller	Y	1430	786	0.0049
wagen	Y	1430	786	0.0049
zeitraum	Y	1430	786	0.0049
automatisch	Y	1431	785	0.0049
pension	Y	1431	785	0.0049
verständnis	Y	1431	785	0.0049
erlebt	Y	1432	784	0.0049
training	Y	1432	784	0.0049
vorne	Y	1432	784	0.0049
alkohol	Y	1433	783	0.0049
fanden	Y	1433	783	0.0049
innsbrucker	Y	1433	783	0.0049
john	Y	1433	783	0.0049
verbessern	Y	1433	783	0.0049
welches	Y	1433	783	0.0049
erfüllt	Y	1434	782	0.0049
geschlagen	Y	1434	782	0.0049
realität	Y	1434	782	0.0049
vorteil	Y	1434	782	0.0049
bundespräsident	Y	1435	781	0.0049
erfolge	Y	1435	781	0.0049
diskutiert	Y	1436	779	0.0048
pattinson	Y	1436	779	0.0048
smartphones	Y	1436	779	0.0048
wichtigste	Y	1436	779	0.0048
eurofighter	Y	1437	777	0.0048
sorgte	Y	1437	777	0.0048
deine	Y	1438	776	0.0048
größere	Y	1438	776	0.0048
regisseur	Y	1438	776	0.0048
aktuell	Y	1439	775	0.0048
eindeutig	Y	1439	775	0.0048
spätestens	Y	1439	775	0.0048
west	Y	1439	775	0.0048
strategie	Y	1440	774	0.0048
ferrero	Y	1441	773	0.0048
generell	Y	1441	773	0.0048
großbritannien	Y	1441	773	0.0048
höchsten	Y	1441	773	0.0048
aussage	Y	1442	772	0.0048
gedanken	Y	1443	771	0.0048
stammt	Y	1443	771	0.0048
bestimmten	Y	1444	770	0.0048
otto	Y	1444	770	0.0048
eingeladen	Y	1445	768	0.0048
größe	Y	1445	768	0.0048
herrn	Y	1445	768	0.0048
letzter	Y	1445	768	0.0048
verbesserung	Y	1445	768	0.0048
passieren	Y	1446	767	0.0048
hauptstadt	Y	1447	766	0.0048
irgendwann	Y	1447	766	0.0048
nennen	Y	1447	766	0.0048
herrscht	Y	1448	765	0.0048
gewissen	Y	1449	764	0.0047
manfred	Y	1449	764	0.0047
gefahren	Y	1450	763	0.0047
sänger	Y	1450	763	0.0047
fr	Y	1451	762	0.0047
restaurant	Y	1451	762	0.0047
pilz	Y	1452	761	0.0047
aussendung	Y	1453	759	0.0047
erhöhen	Y	1453	759	0.0047
erzielt	Y	1453	759	0.0047
nationalrat	Y	1453	759	0.0047
zustand	Y	1453	759	0.0047
iran	Y	1454	758	0.0047
alternative	Y	1455	757	0.0047
anschluss	Y	1455	757	0.0047
begeistert	Y	1455	757	0.0047
gefeiert	Y	1455	757	0.0047
gorbach	Y	1455	757	0.0047
nannte	Y	1455	757	0.0047
rat	Y	1455	757	0.0047
wusste	Y	1455	757	0.0047
bewegen	Y	1456	756	0.0047
mitten	Y	1456	756	0.0047
reformen	Y	1456	756	0.0047
ließen	Y	1457	755	0.0047
ansicht	Y	1458	754	0.0047
beinahe	Y	1458	754	0.0047
erfolgreichen	Y	1458	754	0.0047
kritisierte	Y	1458	754	0.0047
rauch	Y	1458	754	0.0047
versuch	Y	1458	754	0.0047
echte	Y	1459	753	0.0047
elisabeth	Y	1459	753	0.0047
leiden	Y	1459	753	0.0047
vergeben	Y	1459	753	0.0047
ermittelt	Y	1460	752	0.0047
twilight	Y	1460	752	0.0047
fahrer	Y	1461	751	0.0047
wünschen	Y	1461	751	0.0047
fleisch	Y	1462	750	0.0047
gelernt	Y	1462	750	0.0047
rechnet	Y	1462	750	0.0047
registrierte	Y	1462	750	0.0047
tausende	Y	1462	750	0.0047
anlässlich	Y	1463	748	0.0046
gebiet	Y	1463	748	0.0046
schnitt	Y	1463	748	0.0046
zuständig	Y	1463	748	0.0046
tschechien	Y	1464	746	0.0046
website	Y	1464	746	0.0046
leopold	Y	1465	745	0.0046
praxis	Y	1465	745	0.0046
wesentlichen	Y	1465	745	0.0046
denkt	Y	1466	744	0.0046
erwischt	Y	1466	744	0.0046
hannes	Y	1466	744	0.0046
verbessert	Y	1466	744	0.0046
laden	Y	1467	743	0.0046
werte	Y	1467	743	0.0046
ö	Y	1467	743	0.0046
aktien	Y	1468	742	0.0046
besuchen	Y	1468	742	0.0046
betriebssystem	Y	1468	742	0.0046
daraufhin	Y	1468	742	0.0046
jahrhunderts	Y	1468	742	0.0046
trat	Y	1468	742	0.0046
blut	Y	1469	741	0.0046
entsteht	Y	1469	741	0.0046
unternehmens	Y	1469	741	0.0046
bekannten	Y	1470	740	0.0046
persönliche	Y	1470	740	0.0046
roman	Y	1470	740	0.0046
seitens	Y	1470	740	0.0046
sony	Y	1470	740	0.0046
alltag	Y	1471	739	0.0046
überraschend	Y	1471	739	0.0046
einigung	Y	1472	738	0.0046
lenker	Y	1472	738	0.0046
hart	Y	1473	737	0.0046
umfeld	Y	1473	737	0.0046
dein	Y	1474	736	0.0046
erinnern	Y	1474	736	0.0046
geschäfte	Y	1474	736	0.0046
höhepunkt	Y	1474	736	0.0046
investoren	Y	1474	736	0.0046
papier	Y	1474	736	0.0046
zuschauer	Y	1474	736	0.0046
gleiche	Y	1475	735	0.0046
rein	Y	1475	735	0.0046
städte	Y	1476	734	0.0046
vergangene	Y	1476	734	0.0046
antworten	Y	1477	733	0.0046
bundesländern	Y	1477	733	0.0046
endgültig	Y	1477	733	0.0046
homepage	Y	1478	732	0.0045
oper	Y	1478	732	0.0045
schrieb	Y	1478	732	0.0045
youtube	Y	1478	732	0.0045
gesucht	Y	1479	731	0.0045
historischen	Y	1479	731	0.0045
inhalte	Y	1479	731	0.0045
konkrete	Y	1479	731	0.0045
termin	Y	1479	731	0.0045
lösen	Y	1480	730	0.0045
hängt	Y	1481	728	0.0045
legte	Y	1481	728	0.0045
and	Y	1482	727	0.0045
angebote	Y	1482	727	0.0045
besonderes	Y	1482	727	0.0045
laufe	Y	1482	727	0.0045
r	Y	1482	727	0.0045
sichern	Y	1482	727	0.0045
spät	Y	1482	727	0.0045
unklar	Y	1482	727	0.0045
beschäftigung	Y	1483	726	0.0045
gestartet	Y	1483	726	0.0045
modernen	Y	1483	726	0.0045
genutzt	Y	1484	725	0.0045
gestaltet	Y	1484	725	0.0045
begleitet	Y	1485	724	0.0045
nachwuchs	Y	1485	724	0.0045
nunmehr	Y	1485	724	0.0045
rückgang	Y	1485	724	0.0045
bush	Y	1486	723	0.0045
schönen	Y	1486	723	0.0045
demi	Y	1487	722	0.0045
hundert	Y	1487	722	0.0045
reich	Y	1487	722	0.0045
solange	Y	1487	722	0.0045
weißen	Y	1487	722	0.0045
zeigten	Y	1487	722	0.0045
angenommen	Y	1488	721	0.0045
blauen	Y	1488	721	0.0045
durchschnitt	Y	1488	721	0.0045
festspiele	Y	1488	721	0.0045
bernhard	Y	1489	720	0.0045
bezug	Y	1489	720	0.0045
fenster	Y	1489	720	0.0045
forderungen	Y	1489	720	0.0045
gewisse	Y	1489	720	0.0045
un	Y	1489	720	0.0045
beteiligten	Y	1490	719	0.0045
einzigen	Y	1490	719	0.0045
erscheinen	Y	1490	719	0.0045
lautet	Y	1490	719	0.0045
nationalen	Y	1490	719	0.0045
cruise	Y	1491	718	0.0045
gegründet	Y	1491	718	0.0045
information	Y	1491	718	0.0045
verletzungen	Y	1491	718	0.0045
fahrt	Y	1492	717	0.0045
spielte	Y	1492	717	0.0045
steckt	Y	1492	717	0.0045
welchen	Y	1492	717	0.0045
links	Y	1493	716	0.0044
produziert	Y	1493	716	0.0044
unterschiedlichen	Y	1493	716	0.0044
hinzu	Y	1494	715	0.0044
lokal	Y	1494	715	0.0044
retten	Y	1494	715	0.0044
best	Y	1495	714	0.0044
gebaut	Y	1495	714	0.0044
falter	Y	1496	713	0.0044
formel	Y	1496	713	0.0044
life	Y	1497	712	0.0044
höheren	Y	1498	710	0.0044
kaiser	Y	1498	710	0.0044
nokia	Y	1498	710	0.0044
phase	Y	1498	710	0.0044
rechten	Y	1498	710	0.0044
steirischen	Y	1498	710	0.0044
vorschläge	Y	1498	710	0.0044
durchschnittlich	Y	1499	709	0.0044
fahrzeug	Y	1499	709	0.0044
kannst	Y	1499	709	0.0044
massiv	Y	1499	709	0.0044
sogenannte	Y	1499	709	0.0044
waldner	Y	1499	709	0.0044
barbara	Y	1500	708	0.0044
geburt	Y	1500	708	0.0044
freie	Y	1501	707	0.0044
eur	Y	1502	706	0.0044
geplante	Y	1502	706	0.0044
max	Y	1502	706	0.0044
schwester	Y	1502	706	0.0044
zweiter	Y	1502	706	0.0044
geöffnet	Y	1503	705	0.0044
konsumenten	Y	1503	705	0.0044
lösungen	Y	1503	705	0.0044
außenministerin	Y	1504	704	0.0044
ba	Y	1504	704	0.0044
anti	Y	1505	703	0.0044
bestimmte	Y	1505	703	0.0044
branche	Y	1505	703	0.0044
grundlage	Y	1505	703	0.0044
kontakte	Y	1505	703	0.0044
damaligen	Y	1506	702	0.0044
eh	Y	1506	702	0.0044
liebt	Y	1506	702	0.0044
verwenden	Y	1506	702	0.0044
ausreichend	Y	1507	701	0.0044
cap	Y	1507	701	0.0044
gesichert	Y	1507	701	0.0044
metern	Y	1508	699	0.0043
vorbereitet	Y	1508	699	0.0043
griff	Y	1509	698	0.0043
öl	Y	1509	698	0.0043
gutachten	Y	1510	697	0.0043
pflanzen	Y	1510	697	0.0043
verlor	Y	1510	697	0.0043
beitritt	Y	1511	696	0.0043
frühere	Y	1512	695	0.0043
re	Y	1512	695	0.0043
unmittelbar	Y	1512	695	0.0043
besucht	Y	1513	694	0.0043
prinzip	Y	1513	694	0.0043
schlagen	Y	1513	694	0.0043
enthalten	Y	1514	693	0.0043
forumsregeln	Y	1514	693	0.0043
meinl	Y	1514	693	0.0043
ordnung	Y	1514	693	0.0043
schau	Y	1514	693	0.0043
beweis	Y	1515	692	0.0043
konsequenzen	Y	1515	692	0.0043
vorteile	Y	1515	692	0.0043
gaben	Y	1516	691	0.0043
grand	Y	1516	691	0.0043
holmes	Y	1516	691	0.0043
traum	Y	1516	691	0.0043
anna	Y	1517	689	0.0043
einkommen	Y	1517	689	0.0043
frühen	Y	1517	689	0.0043
gestorben	Y	1517	689	0.0043
innen	Y	1517	689	0.0043
vorbild	Y	1517	689	0.0043
auftreten	Y	1518	688	0.0043
erfüllen	Y	1518	688	0.0043
geändert	Y	1518	688	0.0043
lauf	Y	1518	688	0.0043
manchen	Y	1518	688	0.0043
oscar	Y	1518	688	0.0043
übernimmt	Y	1518	688	0.0043
niemals	Y	1519	687	0.0043
unseres	Y	1519	687	0.0043
botschaft	Y	1520	686	0.0043
fühlt	Y	1520	686	0.0043
unterschiedliche	Y	1520	686	0.0043
worte	Y	1520	686	0.0043
britische	Y	1521	685	0.0043
magazin	Y	1521	685	0.0043
gewinn	Y	1522	684	0.0043
holte	Y	1522	684	0.0043
medizin	Y	1522	684	0.0043
abzuschicken	Y	1523	683	0.0042
gelassen	Y	1523	683	0.0042
ausmaß	Y	1524	682	0.0042
bauen	Y	1524	682	0.0042
vermögen	Y	1524	682	0.0042
rock	Y	1525	681	0.0042
messe	Y	1526	680	0.0042
nahmen	Y	1526	680	0.0042
pflege	Y	1526	680	0.0042
twitter	Y	1526	680	0.0042
schritte	Y	1527	679	0.0042
wohnen	Y	1527	679	0.0042
ausgaben	Y	1528	678	0.0042
statistik	Y	1528	678	0.0042
gemüse	Y	1529	677	0.0042
nachbarn	Y	1529	677	0.0042
zweifel	Y	1529	677	0.0042
gerüchte	Y	1530	676	0.0042
getötet	Y	1530	676	0.0042
literatur	Y	1530	676	0.0042
selben	Y	1530	676	0.0042
slowenien	Y	1530	676	0.0042
abgegeben	Y	1531	675	0.0042
leuten	Y	1531	675	0.0042
scheidung	Y	1531	675	0.0042
geschehen	Y	1532	674	0.0042
günther	Y	1532	674	0.0042
regen	Y	1532	674	0.0042
tätigkeit	Y	1532	674	0.0042
finanzielle	Y	1533	673	0.0042
personal	Y	1533	673	0.0042
überzeugen	Y	1533	673	0.0042
gestalten	Y	1534	672	0.0042
haltung	Y	1534	672	0.0042
tolle	Y	1534	672	0.0042
center	Y	1535	671	0.0042
galt	Y	1535	671	0.0042
regelung	Y	1535	671	0.0042
spuren	Y	1535	671	0.0042
dürfe	Y	1536	670	0.0042
starb	Y	1536	670	0.0042
holt	Y	1537	669	0.0042
ak	Y	1538	667	0.0041
traf	Y	1538	667	0.0041
dahin	Y	1539	665	0.0041
hofft	Y	1539	665	0.0041
aufmerksamkeit	Y	1540	664	0.0041
meischberger	Y	1540	664	0.0041
umfasst	Y	1540	664	0.0041
zunehmend	Y	1540	664	0.0041
falls	Y	1541	663	0.0041
positiven	Y	1541	663	0.0041
runden	Y	1542	662	0.0041
stil	Y	1542	662	0.0041
entscheidend	Y	1543	661	0.0041
liege	Y	1543	661	0.0041
nutzung	Y	1543	661	0.0041
ursache	Y	1543	661	0.0041
wesentliche	Y	1543	661	0.0041
erinnerung	Y	1544	660	0.0041
investieren	Y	1544	660	0.0041
bundesland	Y	1545	659	0.0041
entlang	Y	1545	659	0.0041
fördern	Y	1545	659	0.0041
lust	Y	1545	659	0.0041
sammlung	Y	1545	659	0.0041
sinnvoll	Y	1545	659	0.0041
tür	Y	1545	659	0.0041
westen	Y	1545	659	0.0041
beendet	Y	1546	658	0.0041
blieben	Y	1546	658	0.0041
erklärung	Y	1546	658	0.0041
plant	Y	1546	658	0.0041
arbeitnehmer	Y	1547	657	0.0041
interessant	Y	1547	657	0.0041
satz	Y	1547	657	0.0041
schließen	Y	1547	657	0.0041
bar	Y	1548	656	0.0041
besseren	Y	1548	656	0.0041
betrogen	Y	1548	656	0.0041
journal	Y	1548	656	0.0041
pause	Y	1548	656	0.0041
tier	Y	1548	656	0.0041
bip	Y	1549	655	0.0041
sozial	Y	1549	655	0.0041
unterstrich	Y	1549	655	0.0041
hunde	Y	1550	654	0.0041
höchst	Y	1550	654	0.0041
open	Y	1550	654	0.0041
außenminister	Y	1551	653	0.0041
gelingt	Y	1551	653	0.0041
hinweis	Y	1551	653	0.0041
papst	Y	1552	652	0.0041
funktionen	Y	1553	651	0.004
könig	Y	1553	651	0.004
spur	Y	1553	651	0.004
zweimal	Y	1553	651	0.004
ergeben	Y	1554	650	0.004
irgendwie	Y	1554	650	0.004
story	Y	1554	650	0.004
weihnachten	Y	1554	650	0.004
amerika	Y	1555	649	0.004
krankheit	Y	1555	649	0.004
stattdessen	Y	1555	649	0.004
steuer	Y	1555	649	0.004
ehefrau	Y	1556	648	0.004
gästen	Y	1556	648	0.004
bord	Y	1557	647	0.004
harald	Y	1557	647	0.004
klage	Y	1557	647	0.004
o	Y	1557	647	0.004
songs	Y	1558	646	0.004
verlust	Y	1558	646	0.004
baden	Y	1559	645	0.004
bartenstein	Y	1559	645	0.004
halbjahr	Y	1559	645	0.004
harry	Y	1559	645	0.004
institutionen	Y	1559	645	0.004
allzu	Y	1560	644	0.004
do	Y	1560	644	0.004
gefördert	Y	1560	644	0.004
machten	Y	1560	644	0.004
